Inventory_ID,PO_ID,Product_ID,Warehouse_ID,Snapshot_Date,Opening_Stock,Stock_In,Stock_Out,Closing_Stock,Reorder_Level,Safety_Stock,Inventory_Value_INR,Stock_Status,Capacity_Utilization_Percent,Calculated_Closing_Stock,Inventory_Quality_Flag
INVT004332,PO004332,P0153,WH007,2026-05-31,1431,785,567,1649,441,216,47565751.29,Normal,28.59,1649,Valid
INVT004333,PO004333,P0169,WH005,2026-04-27,172,448,118,502,257,169,41650252.26,Normal,2.16,502,Valid
INVT004334,PO004334,P0110,WH008,2025-05-19,708,387,231,864,228,116,16172835.84,Normal,4.25,864,Valid
INVT004335,PO004335,P0051,WH006,2025-08-05,745,202,63,884,387,133,5064957.56,Normal,4.26,884,Valid
INVT004336,PO004336,P0081,WH006,2026-01-30,256,487,682,61,211,168,1759525.48,Reorder,0.29,61,Valid
INVT004337,PO004337,P0286,WH010,2026-05-20,369,85,122,332,421,85,19656830.24,Reorder,1.15,332,Valid
INVT004338,PO004338,P0184,WH010,2025-12-11,190,139,139,190,157,106,14343571.2,Normal,0.66,190,Valid
INVT004339,PO004339,P0032,WH008,2025-11-23,504,413,127,790,237,188,15260738.1,Normal,3.88,790,Valid
INVT004340,PO004340,P0215,WH010,2025-07-31,190,328,254,264,86,75,8335327.44,Normal,0.91,264,Valid
INVT004341,PO004341,P0256,WH005,2025-05-10,33,324,96,261,29,170,13282146.45,Overstock,1.12,261,Valid
INVT004342,PO004342,P0095,WH008,2025-05-05,1512,108,86,1534,393,151,42123593.98,Normal,7.54,1534,Valid
INVT004343,PO004343,P0159,WH007,2025-11-06,1013,660,578,1095,290,206,34666834.95,Normal,18.99,1095,Valid
INVT004344,PO004344,P0079,WH008,2026-07-31,41,558,756,0,63,108,0.0,Stockout,0.0,0,Valid
INVT004345,PO004345,P0211,WH006,2025-03-15,491,577,838,230,173,144,9686410.9,Normal,1.11,230,Valid
INVT004346,PO004346,P0084,WH009,2026-05-30,290,162,144,308,239,88,11096488.48,Normal,1.15,308,Valid
INVT004347,PO004347,P0009,WH006,2025-09-21,1564,825,230,2159,435,127,88789997.68,Normal,10.4,2159,Valid
INVT004348,PO004348,P0205,WH007,2025-04-23,1059,39,39,1059,480,72,29799794.04,Normal,18.36,1059,Valid
INVT004349,PO004349,P0055,WH010,2025-12-20,848,222,274,796,437,63,25625023.04,Normal,2.75,796,Valid
INVT004350,PO004350,P0174,WH009,2025-09-09,1177,232,253,1156,391,52,89445014.48,Normal,4.32,1156,Valid
INVT004351,PO004351,P0203,WH008,2025-04-26,191,354,213,332,63,71,7099810.04,Overstock,1.63,332,Valid
INVT004352,PO004352,P0082,WH010,2026-08-01,433,11,13,431,151,103,21968035.52,Normal,1.49,431,Valid
INVT004353,PO004353,P0030,WH010,2026-01-15,584,58,67,575,258,168,47296550.25,Normal,1.99,575,Valid
INVT004354,PO004354,P0093,WH009,2026-02-04,593,545,425,713,224,216,29048147.62,Normal,2.66,713,Valid
INVT004355,PO004355,P0012,WH009,2025-09-22,1036,382,373,1045,307,35,95162642.85,Normal,3.91,1045,Valid
INVT004356,PO004356,P0126,WH006,2025-06-28,104,940,977,67,226,14,3716345.95,Reorder,0.32,67,Valid
INVT004357,PO004357,P0057,WH008,2025-09-27,30,459,292,197,45,53,7878502.8,Normal,0.97,197,Valid
INVT004358,PO004358,P0079,WH007,2026-02-22,203,807,501,509,63,108,26500682.89,Overstock,8.83,509,Valid
INVT004359,PO004359,P0270,WH007,2026-05-01,226,159,231,154,429,112,10580175.76,Reorder,2.67,154,Valid
INVT004360,PO004360,P0076,WH009,2025-01-09,406,140,138,408,315,60,26823898.8,Normal,1.52,408,Valid
INVT004361,PO004361,P0242,WH010,2026-05-20,596,19,1,614,228,88,7174497.9,Normal,2.12,614,Valid
INVT004362,PO004362,P0140,WH007,2025-08-30,659,841,949,551,462,58,37891272.69,Normal,9.55,551,Valid
INVT004363,PO004363,P0280,WH006,2025-10-01,540,423,629,334,269,158,12329984.08,Normal,1.6099999999999999,334,Valid
INVT004364,PO004364,P0074,WH006,2026-01-01,66,145,170,41,87,78,2251322.3,Reorder,0.2,41,Valid
INVT004365,PO004365,P0008,WH006,2025-06-19,31,474,313,192,81,100,11346142.08,Normal,0.92,192,Valid
INVT004366,PO004366,P0191,WH006,2025-09-18,315,199,234,280,429,204,19789100.8,Reorder,1.35,280,Valid
INVT004367,PO004367,P0188,WH008,2026-01-21,526,543,261,808,324,165,1629881.44,Normal,3.9699999999999998,808,Valid
INVT004368,PO004368,P0114,WH009,2025-11-04,21,605,279,347,70,236,23148959.9,Normal,1.3,347,Valid
INVT004369,PO004369,P0015,WH008,2025-03-26,370,31,21,380,340,128,29755466.8,Normal,1.87,380,Valid
INVT004370,PO004370,P0276,WH008,2026-04-10,894,876,252,1518,382,193,124553418.0,Normal,7.46,1518,Valid
INVT004371,PO004371,P0151,WH005,2025-04-04,448,463,142,769,390,115,5266688.75,Normal,3.31,769,Valid
INVT004372,PO004372,P0170,WH010,2026-04-18,129,729,753,105,210,177,7460385.45,Reorder,0.36,105,Valid
INVT004373,PO004373,P0129,WH005,2025-12-21,156,863,714,305,126,140,5863094.3,Normal,1.31,305,Valid
INVT004374,PO004374,P0145,WH005,2026-06-15,45,874,443,476,30,79,28894094.88,Overstock,2.05,476,Valid
INVT004375,PO004375,P0038,WH009,2025-11-14,141,575,153,563,339,40,15669590.53,Normal,2.1,563,Valid
INVT004376,PO004376,P0195,WH007,2025-12-06,133,394,502,25,97,205,1417884.25,Reorder,0.43,25,Valid
INVT004377,PO004377,P0142,WH006,2026-07-14,123,500,661,0,301,101,0.0,Stockout,0.0,0,Valid
INVT004378,PO004378,P0069,WH005,2026-02-14,1019,187,111,1095,302,96,48056473.05,Normal,4.71,1095,Valid
INVT004379,PO004379,P0010,WH006,2026-01-24,903,142,160,885,380,29,8901108.75,Normal,4.26,885,Valid
INVT004380,PO004380,P0026,WH008,2026-07-09,37,99,56,80,171,23,6763146.4,Reorder,0.39,80,Valid
INVT004381,PO004381,P0093,WH006,2025-10-04,66,484,350,200,224,216,8315344.0,Reorder,0.96,200,Valid
INVT004382,PO004382,P0238,WH006,2026-05-05,194,73,79,188,179,171,9293330.68,Normal,0.91,188,Valid
INVT004383,PO004383,P0190,WH008,2026-04-29,463,583,243,803,238,85,51623272.03,Normal,3.95,803,Valid
INVT004384,PO004384,P0237,WH006,2025-09-18,535,117,59,593,290,24,15998849.43,Normal,2.86,593,Valid
INVT004385,PO004385,P0180,WH009,2025-12-14,20,334,487,0,306,39,0.0,Stockout,0.0,0,Valid
INVT004386,PO004386,P0066,WH005,2025-10-02,1023,737,646,1114,379,91,53838517.14,Normal,4.79,1114,Valid
INVT004387,PO004387,P0269,WH006,2025-03-16,524,548,299,773,252,243,61317065.5,Normal,3.7199999999999998,773,Valid
INVT004388,PO004388,P0184,WH008,2026-04-25,280,65,19,326,157,106,26094758.02,Normal,1.6,326,Valid
INVT004389,PO004389,P0217,WH009,2025-11-25,444,813,197,1060,394,47,67202876.4,Normal,3.96,1060,Valid
INVT004390,PO004390,P0200,WH005,2026-01-08,207,101,114,194,422,173,14571241.06,Reorder,0.8300000000000001,194,Valid
INVT004391,PO004391,P0162,WH010,2026-08-02,173,82,54,201,216,189,10816049.19,Reorder,0.6900000000000001,201,Valid
INVT004392,PO004392,P0255,WH009,2026-01-19,564,685,191,1058,163,172,51528387.64,Overstock,3.95,1058,Valid
INVT004393,PO004393,P0061,WH007,2025-01-23,317,381,338,360,232,52,13130654.4,Normal,6.24,360,Valid
INVT004394,PO004394,P0228,WH007,2025-03-20,1001,487,562,926,351,11,76412825.5,Normal,16.06,926,Valid
INVT004395,PO004395,P0104,WH006,2026-02-19,558,700,134,1124,297,48,28864769.6,Normal,5.41,1124,Valid
INVT004396,PO004396,P0029,WH007,2025-05-12,323,952,692,583,236,45,36430818.82,Normal,10.11,583,Valid
INVT004397,PO004397,P0041,WH009,2026-07-23,578,878,415,1041,372,143,40710876.27,Normal,3.89,1041,Valid
INVT004398,PO004398,P0188,WH010,2025-02-03,577,773,18,1332,324,165,2489214.96,Normal,4.6,1332,Valid
INVT004399,PO004399,P0109,WH006,2025-11-11,870,190,175,885,373,189,51307963.5,Normal,4.26,885,Valid
INVT004400,PO004400,P0027,WH008,2025-09-22,389,746,759,376,495,214,22774861.44,Reorder,1.85,376,Valid
INVT004401,PO004401,P0134,WH010,2026-01-28,144,695,1033,0,245,14,0.0,Stockout,0.0,0,Valid
INVT004402,PO004402,P0106,WH005,2025-02-03,848,790,910,728,213,184,12326910.96,Normal,3.13,728,Valid
INVT004403,PO004403,P0001,WH009,2025-07-21,894,596,589,901,364,114,42430252.4,Normal,3.37,901,Valid
INVT004404,PO004404,P0042,WH007,2025-09-02,461,170,50,581,131,24,42587038.55,Normal,10.07,581,Valid
INVT004405,PO004405,P0271,WH010,2026-01-01,482,326,102,706,144,210,9226706.94,Normal,2.44,706,Valid
INVT004406,PO004406,P0200,WH005,2026-04-04,629,431,577,483,422,173,39228675.57,Normal,2.08,483,Valid
INVT004407,PO004407,P0103,WH006,2025-08-29,314,831,952,193,161,185,4307920.19,Normal,0.93,193,Valid
INVT004408,PO004408,P0090,WH007,2025-07-20,64,838,64,838,76,160,70527295.1,Overstock,14.53,838,Valid
INVT004409,PO004409,P0055,WH005,2025-03-20,1098,66,99,1065,437,63,30344469.9,Normal,4.58,1065,Valid
INVT004410,PO004410,P0183,WH010,2025-03-31,418,648,209,857,482,121,50284406.44,Normal,2.96,857,Valid
INVT004411,PO004411,P0288,WH010,2026-04-14,160,511,132,539,42,71,16950003.07,Overstock,1.8599999999999999,539,Valid
INVT004412,PO004412,P0209,WH005,2025-12-15,681,185,95,771,236,35,64850035.89,Normal,3.32,771,Valid
INVT004413,PO004413,P0139,WH007,2026-04-18,156,280,100,336,42,232,23275963.2,Overstock,5.83,336,Valid
INVT004414,PO004414,P0169,WH008,2025-01-07,410,769,274,905,257,169,74317197.25,Normal,4.45,905,Valid
INVT004415,PO004415,P0085,WH006,2025-01-13,870,752,902,720,306,81,43125501.6,Normal,3.47,720,Valid
INVT004416,PO004416,P0012,WH009,2025-09-04,85,272,327,30,307,35,2691662.1,Reorder,0.11,30,Valid
INVT004417,PO004417,P0115,WH005,2026-02-20,426,658,504,580,150,154,16616762.2,Normal,2.5,580,Valid
INVT004418,PO004418,P0268,WH010,2025-08-18,567,219,289,497,208,247,11040566.74,Normal,1.72,497,Valid
INVT004419,PO004419,P0052,WH005,2025-02-27,98,741,427,412,402,58,7566903.24,Normal,1.77,412,Valid
INVT004420,PO004420,P0191,WH008,2025-04-23,724,966,422,1268,429,204,101197697.9,Normal,6.23,1268,Valid
INVT004421,PO004421,P0183,WH008,2025-10-02,1217,998,392,1823,482,121,123584779.5,Normal,8.96,1823,Valid
INVT004422,PO004422,P0247,WH010,2025-12-24,383,116,76,423,303,118,12555388.71,Normal,1.46,423,Valid
INVT004423,PO004423,P0106,WH005,2025-12-13,752,79,96,735,213,184,12807786.6,Normal,3.16,735,Valid
INVT004424,PO004424,P0248,WH009,2026-05-29,443,165,169,439,444,184,36059157.09,Reorder,1.6400000000000001,439,Valid
INVT004425,PO004425,P0163,WH009,2025-06-17,378,183,140,421,201,83,24128819.31,Normal,1.57,421,Valid
INVT004426,PO004426,P0122,WH010,2025-05-01,556,151,42,665,208,225,32797833.25,Normal,2.3,665,Valid
INVT004427,PO004427,P0064,WH008,2026-07-23,435,418,516,337,499,106,28969463.6,Reorder,1.6600000000000001,337,Valid
INVT004428,PO004428,P0027,WH007,2026-04-24,268,579,661,186,495,214,11720607.72,Reorder,3.23,186,Valid
INVT004429,PO004429,P0023,WH005,2026-05-01,1191,640,622,1209,301,65,21302604.18,Normal,5.2,1209,Valid
INVT004430,PO004430,P0240,WH008,2025-03-01,115,895,1188,0,378,29,0.0,Stockout,0.0,0,Valid
INVT004431,PO004431,P0131,WH008,2026-05-24,604,670,482,792,393,68,20178504.72,Normal,3.89,792,Valid
INVT004432,PO004432,P0021,WH006,2026-05-14,261,764,557,468,254,131,12619175.4,Normal,2.25,468,Valid
INVT004433,PO004433,P0052,WH009,2025-09-19,1385,989,886,1488,402,58,24677304.48,Normal,5.5600000000000005,1488,Valid
INVT004434,PO004434,P0100,WH007,2025-07-05,1184,946,912,1218,311,64,935375.28,Normal,21.12,1218,Valid
INVT004435,PO004435,P0250,WH006,2026-08-03,805,132,14,923,485,23,54677929.28,Normal,4.45,923,Valid
INVT004436,PO004436,P0048,WH008,2026-07-30,545,980,160,1365,370,99,100948616.0,Normal,6.71,1365,Valid
INVT004437,PO004437,P0200,WH005,2025-01-22,1029,19,13,1035,422,173,83970129.6,Normal,4.45,1035,Valid
INVT004438,PO004438,P0098,WH008,2025-05-16,253,914,116,1051,256,35,22034530.3,Normal,5.17,1051,Valid
INVT004439,PO004439,P0146,WH009,2025-08-13,89,420,188,321,52,166,19365210.96,Overstock,1.2,321,Valid
INVT004440,PO004440,P0251,WH008,2025-11-14,267,550,581,236,184,38,8949653.36,Normal,1.16,236,Valid
INVT004441,PO004441,P0167,WH005,2025-02-14,1803,733,829,1707,451,169,28555771.41,Normal,7.35,1707,Valid
INVT004442,PO004442,P0225,WH005,2026-01-01,198,24,35,187,347,132,14872697.18,Reorder,0.8,187,Valid
INVT004443,PO004443,P0104,WH007,2026-03-17,221,22,29,214,297,48,5991689.7,Reorder,3.71,214,Valid
INVT004444,PO004444,P0146,WH009,2026-04-17,58,211,79,190,52,166,11628359.1,Normal,0.71,190,Valid
INVT004445,PO004445,P0183,WH007,2025-04-22,1713,698,807,1604,482,121,100738738.8,Normal,27.81,1604,Valid
INVT004446,PO004446,P0024,WH010,2025-06-24,920,136,36,1020,413,147,29054465.4,Normal,3.52,1020,Valid
INVT004447,PO004447,P0009,WH008,2025-01-02,10,467,185,292,435,127,12056653.72,Reorder,1.44,292,Valid
INVT004448,PO004448,P0041,WH008,2025-12-28,1172,519,237,1454,372,143,56771808.04,Normal,7.15,1454,Valid
INVT004449,PO004449,P0085,WH008,2025-09-08,718,407,461,664,306,81,44075755.6,Normal,3.26,664,Valid
INVT004450,PO004450,P0237,WH010,2025-11-25,724,933,810,847,290,24,22368414.53,Normal,2.93,847,Valid
INVT004451,PO004451,P0025,WH008,2025-02-14,88,592,531,149,417,19,2160072.37,Reorder,0.73,149,Valid
INVT004452,PO004452,P0283,WH006,2026-02-02,759,340,114,985,321,33,58506242.0,Normal,4.74,985,Valid
INVT004453,PO004453,P0181,WH007,2025-09-15,119,744,1111,0,31,180,0.0,Stockout,0.0,0,Valid
INVT004454,PO004454,P0237,WH006,2025-01-01,523,878,774,627,290,24,16272681.48,Normal,3.02,627,Valid
INVT004455,PO004455,P0196,WH008,2026-07-01,90,66,3,153,236,215,10119433.77,Reorder,0.75,153,Valid
INVT004456,PO004456,P0284,WH007,2025-12-06,1044,872,858,1058,318,224,34439021.48,Normal,18.35,1058,Valid
INVT004457,PO004457,P0179,WH008,2025-10-09,85,994,430,649,128,245,4649909.77,Overstock,3.19,649,Valid
INVT004458,PO004458,P0298,WH007,2026-03-17,1240,192,138,1294,432,66,20790749.76,Normal,22.44,1294,Valid
INVT004459,PO004459,P0299,WH008,2025-05-05,981,594,675,900,471,18,6068412.0,Normal,4.43,900,Valid
INVT004460,PO004460,P0172,WH010,2025-04-18,311,413,562,162,170,34,65039.76,Reorder,0.56,162,Valid
INVT004461,PO004461,P0111,WH009,2025-03-21,62,383,494,0,40,62,0.0,Stockout,0.0,0,Valid
INVT004462,PO004462,P0042,WH009,2025-08-16,397,307,381,323,131,24,21007629.3,Normal,1.21,323,Valid
INVT004463,PO004463,P0276,WH006,2026-04-12,935,636,404,1167,382,193,103863688.5,Normal,5.62,1167,Valid
INVT004464,PO004464,P0037,WH006,2025-07-07,64,991,637,418,344,50,12730674.88,Normal,2.01,418,Valid
INVT004465,PO004465,P0153,WH008,2025-08-13,1236,960,1229,967,441,216,26699546.9,Normal,4.75,967,Valid
INVT004466,PO004466,P0092,WH009,2026-03-16,1467,979,1127,1319,369,36,25137053.54,Normal,4.93,1319,Valid
INVT004467,PO004467,P0104,WH008,2025-09-17,708,334,55,987,297,48,25460750.7,Normal,4.85,987,Valid
INVT004468,PO004468,P0225,WH008,2025-01-14,1130,531,137,1524,347,132,110265545.3,Normal,7.49,1524,Valid
INVT004469,PO004469,P0052,WH005,2026-05-01,1087,744,580,1251,402,58,20709466.83,Normal,5.38,1251,Valid
INVT004470,PO004470,P0005,WH008,2025-09-20,367,599,714,252,145,104,8588268.36,Normal,1.24,252,Valid
INVT004471,PO004471,P0292,WH010,2025-07-08,612,451,220,843,355,98,54501686.58,Normal,2.91,843,Valid
INVT004472,PO004472,P0028,WH010,2026-03-31,32,802,355,479,29,232,6322110.24,Overstock,1.65,479,Valid
INVT004473,PO004473,P0087,WH006,2026-04-03,172,812,332,652,237,242,52849463.92,Normal,3.14,652,Valid
INVT004474,PO004474,P0014,WH006,2025-04-08,47,375,316,106,31,150,2287307.22,Normal,0.51,106,Valid
INVT004475,PO004475,P0241,WH010,2025-05-17,144,272,146,270,252,138,7159052.7,Normal,0.93,270,Valid
INVT004476,PO004476,P0078,WH009,2026-04-13,285,647,366,566,89,82,26199404.2,Overstock,2.12,566,Valid
INVT004477,PO004477,P0135,WH009,2025-01-25,287,213,115,385,182,127,27030334.1,Normal,1.44,385,Valid
INVT004478,PO004478,P0142,WH005,2026-04-08,151,987,554,584,301,101,33181998.16,Normal,2.51,584,Valid
INVT004479,PO004479,P0128,WH007,2026-04-29,986,908,1042,852,404,136,28253598.0,Normal,14.77,852,Valid
INVT004480,PO004480,P0210,WH010,2026-05-19,312,834,1074,72,136,236,5504977.44,Reorder,0.25,72,Valid
INVT004481,PO004481,P0080,WH006,2025-05-21,668,463,303,828,332,36,30204686.52,Normal,3.99,828,Valid
INVT004482,PO004482,P0067,WH009,2025-03-29,593,621,268,946,217,184,41682358.74,Normal,3.54,946,Valid
INVT004483,PO004483,P0079,WH009,2026-06-13,169,845,655,359,63,108,16010057.34,Overstock,1.34,359,Valid
INVT004484,PO004484,P0028,WH008,2026-07-04,103,29,34,98,29,232,1392219.36,Normal,0.48,98,Valid
INVT004485,PO004485,P0088,WH005,2025-04-02,430,602,59,973,384,57,22038897.58,Normal,4.19,973,Valid
INVT004486,PO004486,P0004,WH007,2025-03-10,712,759,616,855,310,85,60905514.6,Normal,14.83,855,Valid
INVT004487,PO004487,P0110,WH007,2025-01-25,630,872,1080,422,228,116,7488444.86,Normal,7.32,422,Valid
INVT004488,PO004488,P0230,WH005,2026-07-21,903,82,79,906,346,159,50304843.66,Normal,3.9,906,Valid
INVT004489,PO004489,P0256,WH009,2026-04-15,38,856,1166,0,29,170,0.0,Stockout,0.0,0,Valid
INVT004490,PO004490,P0206,WH005,2025-01-25,1595,189,12,1772,441,100,152346743.1,Normal,7.63,1772,Valid
INVT004491,PO004491,P0244,WH006,2025-04-07,46,22,9,59,54,42,763090.07,Normal,0.28,59,Valid
INVT004492,PO004492,P0201,WH007,2025-11-19,180,577,793,0,47,245,0.0,Stockout,0.0,0,Valid
INVT004493,PO004493,P0055,WH006,2026-05-18,108,150,144,114,437,63,3774120.48,Reorder,0.55,114,Valid
INVT004494,PO004494,P0230,WH007,2025-09-11,899,857,884,872,346,159,51842702.08,Normal,15.12,872,Valid
INVT004495,PO004495,P0087,WH007,2025-12-25,910,634,619,925,237,242,77481006.25,Normal,16.04,925,Valid
INVT004496,PO004496,P0199,WH007,2026-06-03,101,991,435,657,325,187,37644010.74,Normal,11.39,657,Valid
INVT004497,PO004497,P0243,WH009,2026-03-17,131,953,648,436,377,159,325203.68,Normal,1.63,436,Valid
INVT004498,PO004498,P0082,WH007,2026-08-03,335,489,330,494,151,103,27786709.6,Normal,8.57,494,Valid
INVT004499,PO004499,P0065,WH009,2025-01-31,1542,178,24,1696,390,19,70809984.32,Normal,6.34,1696,Valid
INVT004500,PO004500,P0015,WH008,2025-10-11,1347,618,344,1621,340,128,129653788.4,Normal,7.97,1621,Valid
INVT004501,PO004501,P0166,WH009,2025-03-01,110,96,9,197,209,166,3871355.35,Reorder,0.74,197,Valid
INVT004502,PO004502,P0263,WH007,2025-06-13,12,12,7,17,72,247,1270364.44,Reorder,0.29,17,Valid
INVT004503,PO004503,P0032,WH009,2025-11-26,611,506,579,538,237,188,10274040.74,Normal,2.01,538,Valid
INVT004504,PO004504,P0056,WH005,2025-05-26,862,940,333,1469,455,211,57240730.82,Normal,6.32,1469,Valid
INVT004505,PO004505,P0240,WH006,2025-04-16,906,711,525,1092,378,29,98780048.64,Normal,5.26,1092,Valid
INVT004506,PO004506,P0156,WH006,2026-03-29,367,943,460,850,140,169,58628087.0,Overstock,4.09,850,Valid
INVT004507,PO004507,P0243,WH008,2025-06-16,1424,786,1014,1196,377,159,870939.16,Normal,5.88,1196,Valid
INVT004508,PO004508,P0255,WH005,2026-05-01,409,410,345,474,163,172,23683310.46,Normal,2.04,474,Valid
INVT004509,PO004509,P0007,WH010,2026-03-11,769,466,374,861,194,82,51582062.28,Normal,2.9699999999999998,861,Valid
INVT004510,PO004510,P0222,WH008,2026-03-12,242,278,2,518,372,47,38243183.72,Normal,2.55,518,Valid
INVT004511,PO004511,P0222,WH010,2025-08-20,346,699,671,374,372,47,29899156.98,Normal,1.29,374,Valid
INVT004512,PO004512,P0293,WH009,2026-04-13,792,145,23,914,212,211,45829367.56,Normal,3.42,914,Valid
INVT004513,PO004513,P0247,WH010,2025-09-27,516,115,22,609,303,118,19657862.28,Normal,2.1,609,Valid
INVT004514,PO004514,P0209,WH005,2025-01-20,195,999,1388,0,236,35,0.0,Stockout,0.0,0,Valid
INVT004515,PO004515,P0194,WH010,2026-06-12,54,323,443,0,145,42,0.0,Stockout,0.0,0,Valid
INVT004516,PO004516,P0100,WH008,2026-07-06,173,955,1129,0,311,64,0.0,Stockout,0.0,0,Valid
INVT004517,PO004517,P0159,WH010,2025-10-11,1109,880,915,1074,290,206,31392321.9,Normal,3.71,1074,Valid
INVT004518,PO004518,P0299,WH007,2026-01-09,1725,349,335,1739,471,18,11332054.38,Normal,30.15,1739,Valid
INVT004519,PO004519,P0246,WH007,2025-01-18,796,147,202,741,213,207,52424527.35,Normal,12.85,741,Valid
INVT004520,PO004520,P0072,WH006,2026-03-27,872,314,262,924,290,216,5698575.96,Normal,4.45,924,Valid
INVT004521,PO004521,P0237,WH007,2025-05-30,54,484,473,65,290,24,1769557.4,Reorder,1.13,65,Valid
INVT004522,PO004522,P0191,WH005,2025-11-11,1664,245,229,1680,429,204,130123862.4,Normal,7.23,1680,Valid
INVT004523,PO004523,P0174,WH006,2025-07-23,714,690,1018,386,391,52,28612798.12,Reorder,1.8599999999999999,386,Valid
INVT004524,PO004524,P0244,WH010,2025-02-08,46,843,181,708,54,42,10914053.64,Overstock,2.45,708,Valid
INVT004525,PO004525,P0118,WH010,2026-06-20,454,749,22,1181,460,187,90874241.66,Normal,4.08,1181,Valid
INVT004526,PO004526,P0089,WH008,2025-01-23,1454,33,21,1466,390,162,50238617.88,Normal,7.21,1466,Valid
INVT004527,PO004527,P0228,WH010,2025-10-24,517,352,207,662,351,11,51973143.36,Normal,2.29,662,Valid
INVT004528,PO004528,P0232,WH006,2025-07-07,993,865,1125,733,293,69,27685637.23,Normal,3.5300000000000002,733,Valid
INVT004529,PO004529,P0299,WH009,2025-01-03,903,908,1114,697,471,18,4821525.38,Normal,2.61,697,Valid
INVT004530,PO004530,P0009,WH010,2026-08-02,1405,272,162,1515,435,127,71015352.3,Normal,5.23,1515,Valid
INVT004531,PO004531,P0109,WH007,2026-02-19,489,936,1102,323,373,189,18931478.97,Reorder,5.6,323,Valid
INVT004532,PO004532,P0233,WH010,2025-06-19,56,894,1035,0,59,136,0.0,Stockout,0.0,0,Valid
INVT004533,PO004533,P0217,WH005,2025-08-08,324,86,103,307,394,47,20111932.26,Reorder,1.32,307,Valid
INVT004534,PO004534,P0032,WH007,2026-03-14,779,184,262,701,237,188,13178715.88,Normal,12.16,701,Valid
INVT004535,PO004535,P0171,WH007,2026-07-17,1698,100,62,1736,466,114,59808758.8,Normal,30.1,1736,Valid
INVT004536,PO004536,P0129,WH007,2025-05-14,356,212,151,417,126,140,7306006.8,Normal,7.23,417,Valid
INVT004537,PO004537,P0021,WH007,2026-01-25,802,486,175,1113,254,131,28558745.25,Normal,19.3,1113,Valid
INVT004538,PO004538,P0272,WH008,2026-05-15,323,396,258,461,133,17,32473522.28,Normal,2.27,461,Valid
INVT004539,PO004539,P0145,WH007,2025-12-23,104,261,143,222,30,79,15299793.78,Overstock,3.85,222,Valid
INVT004540,PO004540,P0034,WH010,2026-07-25,62,857,1030,0,108,45,0.0,Stockout,0.0,0,Valid
INVT004541,PO004541,P0031,WH010,2026-06-17,601,599,48,1152,378,181,14617117.44,Normal,3.98,1152,Valid
INVT004542,PO004542,P0046,WH006,2025-06-24,1809,524,262,2071,486,202,88280268.48,Normal,9.97,2071,Valid
INVT004543,PO004543,P0105,WH010,2025-09-09,507,265,146,626,175,213,6784562.96,Normal,2.16,626,Valid
INVT004544,PO004544,P0175,WH010,2026-07-01,494,284,165,613,455,79,4149777.06,Normal,2.12,613,Valid
INVT004545,PO004545,P0063,WH010,2025-09-06,1067,191,260,998,443,35,32812343.8,Normal,3.45,998,Valid
INVT004546,PO004546,P0280,WH005,2026-06-05,677,172,16,833,269,158,32187953.0,Normal,3.58,833,Valid
INVT004547,PO004547,P0106,WH008,2026-07-26,545,644,175,1014,213,184,16546431.72,Normal,4.99,1014,Valid
INVT004548,PO004548,P0290,WH007,2025-06-16,77,653,496,234,95,201,16741480.86,Normal,4.06,234,Valid
INVT004549,PO004549,P0230,WH005,2025-01-28,322,852,98,1076,346,159,56620680.2,Normal,4.63,1076,Valid
INVT004550,PO004550,P0260,WH009,2025-06-30,366,435,365,436,341,72,12040602.16,Normal,1.63,436,Valid
INVT004551,PO004551,P0240,WH010,2025-09-15,636,295,427,504,378,29,45428423.04,Normal,1.74,504,Valid
INVT004552,PO004552,P0181,WH007,2026-03-14,22,666,302,386,31,180,1090257.0,Overstock,6.69,386,Valid
INVT004553,PO004553,P0108,WH005,2025-09-13,868,95,131,832,217,213,36738973.44,Normal,3.58,832,Valid
INVT004554,PO004554,P0290,WH009,2026-08-04,281,520,127,674,95,201,49764318.2,Overstock,2.52,674,Valid
INVT004555,PO004555,P0199,WH010,2025-11-15,921,932,66,1787,325,187,108075436.9,Overstock,6.17,1787,Valid
INVT004556,PO004556,P0167,WH009,2026-01-18,1136,602,160,1578,451,169,27750613.32,Normal,5.9,1578,Valid
INVT004557,PO004557,P0121,WH005,2025-06-02,242,891,754,379,119,200,6193959.1,Normal,1.63,379,Valid
INVT004558,PO004558,P0219,WH006,2025-12-07,1110,833,1228,715,311,33,58309894.5,Normal,3.44,715,Valid
INVT004559,PO004559,P0146,WH010,2025-07-18,172,125,138,159,52,166,11059380.15,Normal,0.55,159,Valid
INVT004560,PO004560,P0210,WH006,2026-03-14,181,352,367,166,136,236,12569212.9,Normal,0.8,166,Valid
INVT004561,PO004561,P0105,WH005,2025-03-12,185,992,972,205,175,213,2402247.4,Normal,0.88,205,Valid
INVT004562,PO004562,P0128,WH008,2026-03-09,1003,281,73,1211,404,136,35701478.89,Normal,5.95,1211,Valid
INVT004563,PO004563,P0230,WH009,2025-03-11,480,71,68,483,346,159,27424136.25,Normal,1.81,483,Valid
INVT004564,PO004564,P0299,WH010,2026-01-23,1597,146,164,1579,471,18,10021060.34,Normal,5.45,1579,Valid
INVT004565,PO004565,P0261,WH005,2026-03-15,516,567,843,240,132,180,1737864.0,Normal,1.03,240,Valid
