PO_ID,PO_Date,Supplier_ID,Product_ID,Warehouse_ID,Contract_ID,Supply_Type,Quantity,Unit_Cost_INR,Subtotal_INR,Freight_INR,Import_Duty_Percent,Import_Duty_INR,Tax_INR,Total_PO_Value_INR,Currency,Exchange_Rate_to_INR,Shipping_Mode,Expected_Delivery_Date,Actual_Receipt_Date,Delay_Days,Approval_Status,PO_Status,Calculated_Subtotal
PO004504,26-05-2025,S0140,P0056,WH005,CT00220,International,940,38965.78,36627833.2,474246.78,11.73,4296444.83,3492781.26,44891306.07,JPY,0.56,Rail,19-06-2025,21-06-2025,2,Approved,Cancelled,36627833.2
PO004505,16-04-2025,S0143,P0240,WH006,CT00572,International,711,90457.92,64315581.12,2259720.09,10.33,6643799.53,5407028.61,78626129.35,JPY,0.56,Air,20-04-2025,20-04-2025,0,Approved,Partially Delivered,64315581.12
PO004506,29-03-2026,S0172,P0156,WH006,CT00540,International,943,68974.22,65042689.46,438588.96,16.45,10699522.42,6029523.12,82210323.96,AUD,54,Road,13-04-2026,16-04-2026,3,Pending,Delivered,65042689.46
PO004507,16-06-2025,S0130,P0243,WH008,CT00257,International,786,728.21,572373.06,9834.58,15.26,87344.13,63371.24,732923.01,SGD,62,Road,30-06-2025,03-07-2025,3,Pending,Delivered,572373.06
PO004508,01-05-2026,S0209,P0255,WH005,CT00051,International,410,49964.79,20485563.9,463822.94,4.98,1020181.08,1863078.89,23832646.81,CNY,11.6,Sea,02-06-2026,02-06-2026,0,Approved,Partially Delivered,20485563.9
PO004509,11-03-2026,S0244,P0007,WH010,CT00132,International,466,59909.48,27917817.68,271335.33,6.75,1884452.69,2041383.21,32114988.91,EUR,90.5,Air,24-03-2026,24-03-2026,0,Approved,Partially Delivered,27917817.68
PO004510,12-03-2026,S0202,P0222,WH008,CT00238,International,278,73828.54,20524334.12,639265.95,15.41,3162799.89,2043027.43,26369427.39,AUD,54,Sea,16-03-2026,16-03-2026,0,Approved,Cancelled,20524334.12
PO004511,20-08-2025,S0247,P0222,WH010,CT00058,International,699,79944.27,55881044.73,2357284.53,9.47,5291934.94,4686837.02,68217101.22,EUR,90.5,Air,14-09-2025,14-09-2025,0,Pending,Cancelled,55881044.73
PO004512,13-04-2026,S0161,P0293,WH009,CT00548,International,145,50141.54,7270523.3,45002.01,11.97,870281.64,480309.06,8666116.01,AED,22.7,Air,11-05-2026,12-05-2026,1,Approved,Partially Delivered,7270523.3
PO004513,27-09-2025,S0154,P0247,WH010,CT00474,International,115,32278.92,3712075.8,85378.94,16.76,622143.9,417283.22,4836881.86,AUD,54,Rail,29-10-2025,10-11-2025,12,Approved,Partially Delivered,3712075.8
PO004514,20-01-2025,S0247,P0209,WH005,CT00315,International,999,81816.11,81734293.89,1595628.65,14.55,11892339.76,5773547.67,100995810,EUR,90.5,Rail,16-02-2025,19-02-2025,3,Approved,Cancelled,81734293.89
PO004515,12-06-2026,S0169,P0194,WH010,CT00476,International,323,71487.18,23090359.14,284425.3,10.64,2456814.21,2235776.27,28067374.92,AUD,54,Rail,03-07-2026,04-07-2026,1,Approved,Cancelled,23090359.14
PO004516,06-07-2026,S0143,P0100,WH008,CT00054,International,955,704.27,672577.85,14793.1,3.11,20917.17,49545.91,757834.03,JPY,0.56,Sea,12-07-2026,12-07-2026,0,Approved,Partially Delivered,672577.85
PO004517,11-10-2025,S0210,P0159,WH010,CT00264,International,880,29229.35,25721828,653680.26,9.13,2348402.9,3192026.7,31915937.86,EUR,90.5,Rail,21-10-2025,21-10-2025,0,Pending,Cancelled,25721828
PO004518,09-01-2026,S0155,P0299,WH007,CT00369,International,349,6516.42,2274230.58,88600.89,13.2,300198.44,188289.92,2851319.83,AUD,54,Air,16-01-2026,16-01-2026,0,Approved,Partially Delivered,2274230.58
PO004519,18-01-2025,S0193,P0246,WH007,CT00038,International,147,70748.35,10400007.45,399531.89,3.63,377520.27,1315060.53,12492120.14,AUD,54,Air,01-02-2025,01-02-2025,0,Pending,Cancelled,10400007.45
PO004520,27-03-2026,S0246,P0072,WH006,CT00237,International,314,6167.29,1936529.06,21695.26,4.91,95083.58,234985.15,2288293.05,USD,83.5,Road,21-04-2026,22-04-2026,1,Pending,Partially Delivered,1936529.06
PO004521,30-05-2025,S0182,P0237,WH007,CT00358,International,484,27223.96,13176396.64,559040.83,13.84,1823613.29,1368140.05,16927190.81,JPY,0.56,Road,19-06-2025,20-06-2025,1,Approved,Partially Delivered,13176396.64
PO004522,11-11-2025,S0226,P0191,WH005,CT00335,International,245,77454.68,18976396.6,271146.12,11.65,2210750.2,2252075.96,23710368.88,SGD,62,Air,06-12-2025,08-12-2025,2,Approved,Cancelled,18976396.6
PO004523,23-07-2025,S0171,P0174,WH006,CT00006,International,690,74126.42,51147229.8,1655690.46,17.05,8720602.68,4879950.99,66403473.93,GBP,106,Road,10-08-2025,12-08-2025,2,Approved,Delivered,51147229.8
PO004524,08-02-2025,S0234,P0244,WH010,CT00342,International,843,15415.33,12995123.19,460697.54,2.29,297588.32,914154.3,14667563.35,AUD,54,Rail,04-03-2025,09-03-2025,5,Approved,Partially Delivered,12995123.19
PO004525,20-06-2026,S0157,P0118,WH010,CT00534,International,749,76946.86,57633198.14,1665426.14,16.6,9567110.89,6631848.31,75497583.48,AUD,54,Road,21-07-2026,22-07-2026,1,Approved,Delivered,57633198.14
PO004526,23-01-2025,S0186,P0089,WH008,CT00449,International,33,34269.18,1130882.94,45750.85,12.69,143509.05,111481.35,1431624.19,EUR,90.5,Rail,08-02-2025,09-02-2025,1,Approved,Delivered,1130882.94
PO004527,24-10-2025,S0249,P0228,WH010,CT00280,International,352,78509.28,27635266.56,790765.16,11.55,3191873.29,1847348.42,33465253.43,GBP,106,Sea,04-11-2025,05-11-2025,1,Approved,Delivered,27635266.56
PO004528,07-07-2025,S0146,P0232,WH006,CT00560,International,865,37770.31,32671318.15,1252675.78,8.05,2630041.11,3226720.75,39780755.79,EUR,90.5,Road,08-08-2025,11-08-2025,3,Approved,Partially Delivered,32671318.15
PO004529,03-01-2025,S0198,P0299,WH009,CT00567,International,908,6917.54,6281126.32,41842.16,5.13,322221.78,660446.65,7305636.91,EUR,90.5,Road,05-02-2025,05-02-2025,0,Approved,Partially Delivered,6281126.32
PO004530,02-08-2026,S0239,P0009,WH010,CT00291,International,272,46874.82,12749951.04,314342.06,7.61,970271.27,800335.79,14834900.16,SGD,62,Air,14-08-2026,22-08-2026,8,Pending,Cancelled,12749951.04
PO004531,19-02-2026,S0211,P0109,WH007,CT00395,International,936,58611.39,54860261.04,836548.61,17.02,9337216.43,3860929.58,68894955.66,AED,22.7,Air,26-02-2026,26-02-2026,0,Approved,Partially Delivered,54860261.04
PO004532,19-06-2025,S0166,P0233,WH010,CT00483,International,894,39388.52,35213336.88,1159319.87,10.93,3848817.72,4557808.87,44779283.34,EUR,90.5,Road,27-06-2025,28-06-2025,1,Pending,Delivered,35213336.88
PO004533,08-08-2025,S0140,P0217,WH005,CT00220,International,86,65511.18,5633961.48,227008.85,6.74,379729,652978.75,6893678.08,JPY,0.56,Air,31-08-2025,31-08-2025,0,Pending,Cancelled,5633961.48
PO004534,14-03-2026,S0153,P0032,WH007,CT00092,International,184,18799.88,3459177.92,148971.17,7.2,249060.81,411072.86,4268282.76,EUR,90.5,Rail,15-04-2026,15-04-2026,0,Approved,Delivered,3459177.92
PO004535,17-07-2026,S0223,P0171,WH007,No Contract,International,100,34452.05,3445205,48216.75,3.85,132640.39,355090.2,3981152.34,AED,22.7,Air,19-07-2026,22-07-2026,3,Approved,Cancelled,3445205
PO004536,14-05-2025,S0162,P0129,WH007,CT00062,International,212,17520.4,3714324.8,125680.05,11.22,416747.24,239592.08,4496344.17,CNY,11.6,Sea,24-05-2025,05-06-2025,12,Approved,Partially Delivered,3714324.8
PO004537,25-01-2026,S0248,P0021,WH007,CT00591,International,486,25659.25,12470395.5,67792.9,9.53,1188428.69,1320668.08,15047285.17,GBP,106,Rail,31-01-2026,01-02-2026,1,Approved,Cancelled,12470395.5
PO004538,15-05-2026,S0139,P0272,WH008,CT00435,International,396,70441.48,27894826.08,705576.13,15.34,4279066.32,3768365.9,36647834.43,AED,22.7,Rail,07-06-2026,08-06-2026,1,Pending,Partially Delivered,27894826.08
PO004539,23-12-2025,S0207,P0145,WH007,CT00230,International,261,68917.99,17987595.39,194490.35,11.37,2045189.6,1103919.18,21331194.52,EUR,90.5,Rail,17-01-2026,17-01-2026,0,Approved,Delivered,17987595.39
PO004540,25-07-2026,S0205,P0034,WH010,CT00569,International,857,40817.36,34980477.52,234255.42,15.75,5509425.21,3668679.61,44392837.76,AED,22.7,Air,21-08-2026,24-08-2026,3,Approved,Partially Delivered,34980477.52
PO004541,17-06-2026,S0130,P0031,WH010,CT00257,International,599,12688.47,7600393.53,161079.19,15.98,1214542.89,500487.56,9476503.17,SGD,62,Rail,07-07-2026,07-07-2026,0,Approved,Cancelled,7600393.53
PO004542,24-06-2025,S0160,P0046,WH006,CT00380,International,524,42626.88,22336485.12,956064.74,14.85,3316968.04,2131397.79,28740915.69,CNY,11.6,Road,06-07-2025,11-07-2025,5,Pending,Partially Delivered,22336485.12
PO004543,09-09-2025,S0190,P0105,WH010,CT00218,International,265,10837.96,2872059.4,37096.8,14.62,419895.08,399331.57,3728382.85,SGD,62,Sea,16-09-2025,16-09-2025,0,Approved,Cancelled,2872059.4
PO004544,01-07-2026,S0145,P0175,WH010,CT00275,International,284,6769.62,1922572.08,39335.79,5.31,102088.58,147698.69,2211695.14,AED,22.7,Sea,19-07-2026,22-07-2026,3,Pending,Delivered,1922572.08
PO004545,06-09-2025,S0131,P0063,WH010,CT00401,International,191,32878.1,6279717.1,177610.87,5.77,362339.68,731625.4,7551293.05,GBP,106,Sea,27-09-2025,27-09-2025,0,Pending,Cancelled,6279717.1
PO004546,05-06-2026,S0176,P0280,WH005,CT00501,International,172,38641,6646252,184381.15,11.04,733746.22,480367.37,8044746.74,GBP,106,Air,18-06-2026,20-06-2026,2,Pending,Delivered,6646252
PO004547,26-07-2026,S0216,P0106,WH008,CT00381,International,644,16317.98,10508779.12,320391.46,12.68,1332513.19,615234.8,12776918.57,SGD,62,Road,21-08-2026,24-08-2026,3,Approved,Delivered,10508779.12
PO004548,16-06-2025,S0145,P0290,WH007,CT00275,International,653,71544.79,46718747.87,736455.06,7.5,3503906.09,5915674.59,56874783.61,AED,22.7,Air,02-07-2025,02-07-2025,0,Approved,Partially Delivered,46718747.87
PO004549,28-01-2025,S0140,P0230,WH005,CT00512,International,852,52621.45,44833475.4,492435.22,10.52,4716481.61,3614245.24,53656637.47,JPY,0.56,Rail,26-02-2025,01-03-2025,3,Approved,Delivered,44833475.4
PO004550,30-06-2025,S0243,P0260,WH009,CT00263,International,435,27616.06,12012986.1,298579.99,11.47,1377889.51,1416732.74,15106188.34,CNY,11.6,Road,24-07-2025,27-07-2025,3,Approved,Delivered,12012986.1
PO004551,15-09-2025,S0198,P0240,WH010,CT00525,International,295,90135.76,26590049.2,831690.14,15.34,4078913.55,2525442.51,34026095.4,EUR,90.5,Air,12-10-2025,12-10-2025,0,Approved,Delivered,26590049.2
PO004552,14-03-2026,S0199,P0181,WH007,CT00302,International,666,2824.5,1881117,67457.1,16.61,312453.53,122293.72,2383321.35,EUR,90.5,Rail,11-04-2026,12-04-2026,1,Approved,Cancelled,1881117
PO004553,13-09-2025,S0212,P0108,WH005,CT00186,International,95,44157.42,4194954.9,187028.2,3.23,135497.04,486802.87,5004283.01,AUD,54,Air,28-09-2025,01-10-2025,3,Approved,Partially Delivered,4194954.9
PO004554,04-08-2026,S0148,P0290,WH009,CT00343,International,520,73834.3,38393836,797859.06,3.37,1293872.27,4735278.33,45220845.66,AED,22.7,Road,28-08-2026,29-08-2026,1,Pending,Delivered,38393836
PO004555,15-11-2025,S0159,P0199,WH010,CT00478,International,932,60478.7,56366148.4,1461552.93,7.5,4227461.13,4119520.5,66174682.96,USD,83.5,Road,15-12-2025,15-12-2025,0,Approved,Delivered,56366148.4
PO004556,18-01-2026,S0242,P0167,WH009,CT00559,International,602,17585.94,10586735.88,233946.37,3.6,381122.49,1197718.45,12399523.19,EUR,90.5,Rail,16-02-2026,16-02-2026,0,Approved,Cancelled,10586735.88
PO004557,02-06-2025,S0166,P0121,WH005,CT00139,International,891,16342.9,14561523.9,236117.84,7.05,1026587.43,1687676.59,17511905.76,EUR,90.5,Rail,16-06-2025,18-06-2025,2,Approved,Delivered,14561523.9
PO004558,07-12-2025,S0208,P0219,WH006,CT00026,International,833,81552.3,67933065.9,1550844.53,10.7,7268838.05,8829626.77,85582375.25,GBP,106,Road,05-01-2026,05-01-2026,0,Pending,Delivered,67933065.9
PO004559,18-07-2025,S0132,P0146,WH010,CT00447,International,125,69555.85,8694481.25,276903.51,9.49,825106.27,717995.71,10514486.74,JPY,0.56,Sea,27-07-2025,01-08-2025,5,Approved,Cancelled,8694481.25
PO004560,14-03-2026,S0147,P0210,WH006,CT00256,International,352,75718.15,26652788.8,138955.44,4.63,1234024.12,3246187.15,31271955.51,EUR,90.5,Sea,04-04-2026,06-04-2026,2,Approved,Delivered,26652788.8
PO004561,12-03-2025,S0176,P0105,WH005,CT00501,International,992,11718.28,11624533.76,317390.88,12.5,1453066.72,1215352.04,14610343.4,GBP,106,Road,02-04-2025,04-04-2025,2,Pending,Partially Delivered,11624533.76
PO004562,09-03-2026,S0234,P0128,WH008,CT00413,International,281,29480.99,8284158.19,370557.33,14.13,1170551.55,888020.6,10713287.67,AUD,54,Rail,22-03-2026,22-03-2026,0,Approved,Delivered,8284158.19
PO004563,11-03-2025,S0226,P0230,WH009,CT00335,International,71,56778.75,4031291.25,128867.01,14.21,572846.49,561153.43,5294158.18,SGD,62,Air,05-04-2025,05-04-2025,0,Approved,Delivered,4031291.25
PO004564,23-01-2026,S0157,P0299,WH010,CT00022,International,146,6346.46,926583.16,14899.25,17.97,166506.99,119166.34,1227155.74,AUD,54,Rail,16-02-2026,17-02-2026,1,Approved,Delivered,926583.16
PO004565,15-03-2026,S0153,P0261,WH005,CT00539,International,567,7241.1,4105703.7,160936.83,2.01,82524.64,388593.26,4737758.43,EUR,90.5,Sea,20-04-2026,23-04-2026,3,Pending,Delivered,4105703.7
PO004566,13-03-2025,S0194,P0141,WH005,CT00254,International,87,22099.41,1922648.67,36568.7,3.42,65754.58,145863.2,2170835.15,USD,83.5,Air,24-03-2025,05-04-2025,12,Approved,Delivered,1922648.67
PO004567,15-03-2025,S0134,P0136,WH007,CT00349,International,139,37844.83,5260431.37,118949.54,17.24,906898.37,660139.42,6946418.7,GBP,106,Rail,08-04-2025,08-04-2025,0,Approved,Delivered,5260431.37
PO004568,11-04-2025,S0216,P0222,WH009,CT00381,International,815,88552.67,72170426.05,510894.05,3.39,2446577.44,7395526.19,82523423.73,SGD,62,Sea,08-05-2025,08-05-2025,0,Approved,Partially Delivered,72170426.05
PO004569,12-07-2026,S0230,P0112,WH007,CT00118,International,595,22894.51,13622233.45,362812.42,8.27,1126558.71,1482085.17,16593689.75,EUR,90.5,Sea,28-07-2026,28-07-2026,0,Approved,Delivered,13622233.45
PO004570,30-01-2025,S0174,P0149,WH005,CT00462,International,907,52231.49,47373961.43,1330683.13,11.22,5315358.47,3759556.93,57779559.96,SGD,62,Air,28-02-2025,05-03-2025,5,Approved,Partially Delivered,47373961.43
PO004571,06-05-2026,S0221,P0250,WH006,CT00430,International,20,53749.02,1074980.4,26109.83,2.56,27519.5,126555.6,1255165.33,EUR,90.5,Sea,06-06-2026,11-06-2026,5,Approved,Delivered,1074980.4
PO004572,20-07-2025,S0231,P0075,WH008,CT00029,International,980,23250.89,22785872.2,896899.08,15.75,3588774.87,2611769.28,29883315.43,SGD,62,Air,05-08-2025,08-08-2025,3,Approved,Delivered,22785872.2
PO004573,18-05-2025,S0208,P0124,WH006,CT00295,International,536,65167.08,34929554.88,1025196.34,8.57,2993462.85,2847212.57,41795426.64,GBP,106,Rail,07-06-2025,10-06-2025,3,Approved,Cancelled,34929554.88
PO004574,17-04-2025,S0202,P0149,WH009,CT00348,International,572,44547.15,25480969.8,1066815.1,9.54,2430884.52,2976722.7,31955392.12,AUD,54,Rail,23-04-2025,05-05-2025,12,Pending,Partially Delivered,25480969.8
PO004575,04-12-2025,S0143,P0068,WH008,CT00080,International,692,4950.59,3425808.28,52587.12,15.9,544703.52,460893.7,4483992.62,JPY,0.56,Road,16-12-2025,24-12-2025,8,Approved,Cancelled,3425808.28
PO004576,06-03-2025,S0206,P0046,WH009,CT00236,International,576,45008.03,25924625.28,1164742.77,16.49,4274970.71,3448232.63,34812571.39,GBP,106,Road,25-03-2025,25-03-2025,0,Pending,Partially Delivered,25924625.28
PO004577,01-09-2025,S0181,P0285,WH010,CT00099,International,531,60635.25,32197317.75,1049387.16,14.7,4733005.71,1972256.58,39951967.2,AED,22.7,Air,07-09-2025,07-09-2025,0,Approved,Delivered,32197317.75
PO004578,30-08-2025,S0127,P0248,WH007,CT00456,International,700,87163.88,61014716,1143391.25,6.32,3856130.05,3820561.09,69834798.39,AED,22.7,Rail,18-09-2025,18-09-2025,0,Approved,Cancelled,61014716
PO004579,15-03-2026,S0212,P0236,WH005,CT00186,International,588,67589.18,39742437.84,344692.09,16.09,6394558.25,4713887.92,51195576.1,AUD,54,Road,06-04-2026,07-04-2026,1,Pending,Cancelled,39742437.84
PO004580,24-03-2026,S0167,P0076,WH006,CT00285,International,733,61508.68,45085862.44,1786816.95,15.88,7159634.96,4478809.98,58511124.33,USD,83.5,Sea,15-04-2026,18-04-2026,3,Approved,Delivered,45085862.44
PO004581,31-05-2026,S0242,P0023,WH007,CT00559,International,511,21008.65,10735420.15,125948.38,14.29,1534091.54,1158728.33,13554188.4,EUR,90.5,Road,04-07-2026,04-07-2026,0,Approved,Delivered,10735420.15
PO004582,11-03-2025,S0133,P0279,WH009,CT00090,International,521,73104.25,38087314.25,457955.65,17.48,6657662.53,2411992.4,47614924.83,EUR,90.5,Air,06-04-2025,06-04-2025,0,Pending,Delivered,38087314.25
PO004583,25-01-2026,S0130,P0048,WH010,CT00156,International,712,71871.84,51172750.08,401601.3,15.97,8172288.19,6051968.54,65798608.11,SGD,62,Sea,08-02-2026,08-02-2026,0,Pending,Delivered,51172750.08
PO004584,01-07-2025,S0170,P0189,WH008,CT00122,International,945,44734.06,42273686.7,643671.68,2.72,1149844.28,3292625.21,47359827.87,JPY,0.56,Sea,19-07-2025,19-07-2025,0,Approved,Delivered,42273686.7
PO004585,07-05-2025,S0142,P0270,WH007,CT00281,International,527,76115.7,40112973.9,940798.45,2.05,822315.96,3861603.99,45737692.3,JPY,0.56,Air,30-05-2025,30-05-2025,0,Pending,Cancelled,40112973.9
PO004586,17-03-2026,S0188,P0171,WH009,CT00071,International,344,36028.66,12393859.04,376725.56,16.15,2001608.23,1430886.65,16203079.48,GBP,106,Rail,31-03-2026,31-03-2026,0,Pending,Cancelled,12393859.04
PO004587,17-02-2026,S0201,P0017,WH005,CT00226,International,527,65733.52,34641565.04,480403.87,6.28,2175490.28,3751489.33,41048948.52,EUR,90.5,Sea,09-03-2026,09-03-2026,0,Approved,Delivered,34641565.04
PO004588,18-12-2025,S0240,P0269,WH006,CT00047,International,675,85441.64,57673107,2328756.11,15.72,9066212.42,3735628.47,72803704,JPY,0.56,Sea,23-01-2026,23-01-2026,0,Approved,Cancelled,57673107
PO004589,19-03-2026,S0186,P0238,WH005,CT00420,International,719,43847.26,31526179.94,1116785.46,3.85,1213757.93,2464158.14,36320881.47,EUR,90.5,Air,13-04-2026,13-04-2026,0,Pending,Cancelled,31526179.94
PO004590,03-08-2025,S0236,P0005,WH009,CT00077,International,427,33448.55,14282530.85,385100.58,7.3,1042624.75,830542.22,16540798.4,EUR,90.5,Air,17-08-2025,17-08-2025,0,Approved,Partially Delivered,14282530.85
PO004591,08-08-2025,S0203,P0132,WH008,CT00405,International,852,30078.08,25626524.16,367814.85,13.03,3339136.1,3212717.72,32546192.83,JPY,0.56,Road,21-08-2025,29-08-2025,8,Approved,Delivered,25626524.16
PO004592,14-11-2025,S0161,P0181,WH008,CT00548,International,890,3294.2,2931838,17253.53,15.23,446518.93,269737.86,3665348.32,AED,22.7,Sea,07-12-2025,07-12-2025,0,Approved,Delivered,2931838
PO004593,05-08-2025,S0240,P0274,WH009,CT00047,International,961,90731.81,87193269.41,1841364.24,7.78,6783636.36,6096897.39,101915167.4,JPY,0.56,Sea,03-09-2025,03-09-2025,0,Approved,Partially Delivered,87193269.41
PO004594,25-02-2026,S0209,P0154,WH005,CT00051,International,984,31143.26,30644967.84,1156392.71,15.75,4826582.43,2763615.25,39391558.23,CNY,11.6,Road,25-03-2026,25-03-2026,0,Pending,Delivered,30644967.84
PO004595,08-02-2025,S0165,P0109,WH010,CT00558,International,71,59565.18,4229127.78,89691.27,11.55,488464.26,383287.21,5190570.52,USD,83.5,Sea,12-03-2025,12-03-2025,0,Approved,Delivered,4229127.78
PO004596,14-02-2025,S0167,P0111,WH009,CT00042,International,838,12890.75,10802448.5,204544.91,14.61,1578237.73,1069262.12,13654493.26,USD,83.5,Air,06-03-2025,09-03-2025,3,Approved,Delivered,10802448.5
PO004597,14-04-2026,S0166,P0209,WH010,CT00139,International,696,85546.28,59540210.88,1972604.85,12.29,7317491.92,3957256.77,72787564.42,EUR,90.5,Air,18-04-2026,18-04-2026,0,Approved,Partially Delivered,59540210.88
PO004598,17-03-2025,S0208,P0205,WH005,CT00289,International,389,23774.5,9248280.5,342531.26,3.37,311667.05,891642.77,10794121.58,GBP,106,Sea,06-04-2025,06-04-2025,0,Approved,Cancelled,9248280.5
PO004599,02-08-2025,S0127,P0124,WH007,CT00194,International,570,71631.35,40829869.5,658173.43,3.55,1449460.37,3339264.6,46276767.9,AED,22.7,Sea,29-08-2025,01-09-2025,3,Approved,Cancelled,40829869.5
PO004600,25-08-2025,S0185,P0226,WH006,CT00136,International,495,10333.49,5115077.55,133229.34,14.63,748335.85,506186.39,6502829.13,AED,22.7,Air,06-09-2025,11-09-2025,5,Pending,Delivered,5115077.55
PO004601,08-07-2026,S0237,P0058,WH008,CT00036,International,346,7321.48,2533232.08,54936.81,15.03,380744.78,255681.37,3224595.04,USD,83.5,Rail,07-08-2026,07-08-2026,0,Approved,Delivered,2533232.08
PO004602,07-08-2025,S0149,P0108,WH007,CT00274,International,257,41050.92,10550086.44,90815.99,5.14,542274.44,825990.89,12009167.76,SGD,62,Sea,24-08-2025,25-08-2025,1,Approved,Delivered,10550086.44
PO004603,27-03-2025,S0164,P0008,WH008,CT00266,International,573,63838.88,36579678.24,886208.01,15.8,5779589.16,4999324.57,48244799.98,SGD,62,Sea,14-04-2025,14-04-2025,0,Approved,Delivered,36579678.24
PO004604,15-08-2025,S0166,P0141,WH008,CT00139,International,700,25906.78,18134746,617375.62,9.65,1750002.99,1070242.83,21572367.44,EUR,90.5,Rail,28-08-2025,28-08-2025,0,Pending,Delivered,18134746
PO004605,02-02-2026,S0139,P0111,WH010,CT00322,International,464,14604.05,6776279.2,147784.68,3.47,235136.89,654820.14,7814020.91,AED,22.7,Sea,07-03-2026,08-03-2026,1,Approved,Partially Delivered,6776279.2
PO004606,15-07-2025,S0235,P0138,WH009,CT00167,International,810,66778.11,54090269.1,1960265.29,14.52,7853907.07,4600432.29,68504873.75,CNY,11.6,Rail,03-08-2025,05-08-2025,2,Pending,Cancelled,54090269.1
PO004607,14-03-2026,S0159,P0020,WH010,CT00535,International,840,63766.53,53563885.2,1689921.83,2.24,1199831.03,5688475.51,62142113.57,USD,83.5,Air,07-04-2026,07-04-2026,0,Approved,Delivered,53563885.2
PO004608,12-12-2025,S0230,P0099,WH005,CT00359,International,28,59629.9,1669637.2,46672.46,14.42,240761.68,170452.52,2127523.86,EUR,90.5,Rail,28-12-2025,30-12-2025,2,Approved,Delivered,1669637.2
PO004609,26-09-2025,S0152,P0081,WH010,CT00375,International,726,27337.89,19847308.14,761562.41,8.21,1629464,2096436.75,24334771.3,SGD,62,Rail,17-10-2025,19-10-2025,2,Approved,Partially Delivered,19847308.14
PO004610,22-03-2025,S0135,P0173,WH005,CT00424,International,203,35903.46,7288402.38,76930.9,12.34,899388.85,728462.23,8993184.36,EUR,90.5,Air,09-04-2025,10-04-2025,1,Pending,Cancelled,7288402.38
PO004611,26-06-2025,S0188,P0195,WH005,CT00071,International,919,58340.94,53615323.86,1483498.8,15.84,8492667.3,4503434.21,68094924.17,GBP,106,Road,11-07-2025,11-07-2025,0,Approved,Cancelled,53615323.86
PO004612,28-01-2025,S0138,P0095,WH006,CT00351,International,717,24951.25,17890046.25,648894.62,3.31,592160.53,2162182.44,21293283.84,AUD,54,Sea,26-02-2025,26-02-2025,0,Approved,Partially Delivered,17890046.25
PO004613,01-06-2026,S0192,P0183,WH007,CT00388,International,796,64903.67,51663321.32,1296802.65,10.98,5672632.68,3955902.39,62588659.04,JPY,0.56,Sea,29-06-2026,29-06-2026,0,Approved,Delivered,51663321.32
PO004614,02-06-2026,S0133,P0287,WH010,CT00090,International,619,73113.77,45257423.63,380185.64,2.36,1068075.2,2831916.48,49537600.95,EUR,90.5,Rail,23-06-2026,26-06-2026,3,Approved,Cancelled,45257423.63
PO004615,06-12-2025,S0250,P0076,WH008,CT00442,International,407,74902.78,30485431.46,525814.05,2.87,874931.88,1837432.8,33723610.19,EUR,90.5,Sea,24-12-2025,29-12-2025,5,Pending,Partially Delivered,30485431.46
PO004616,18-05-2025,S0234,P0290,WH007,CT00342,International,717,73000.56,52341401.52,2215797.82,6.12,3203293.77,3320303.53,61080796.64,AUD,54,Sea,04-06-2025,04-06-2025,0,Approved,Partially Delivered,52341401.52
PO004617,01-07-2025,S0172,P0126,WH010,CT00540,International,181,64017.64,11587192.84,325324.15,17.88,2071790.08,780711.37,14765018.44,AUD,54,Air,12-07-2025,12-07-2025,0,Pending,Cancelled,11587192.84
PO004618,31-07-2026,S0163,P0250,WH007,CT00270,International,211,62790.96,13248892.56,560446.02,10.63,1408357.28,1573704.13,16791399.99,JPY,0.56,Road,28-08-2026,28-08-2026,0,Approved,Delivered,13248892.56
PO004619,08-12-2025,S0189,P0030,WH008,CT00463,International,537,74242.93,39868453.41,1013255.65,6.95,2770857.51,2623004.86,46275571.43,EUR,90.5,Rail,26-12-2025,28-12-2025,2,Approved,Delivered,39868453.41
PO004620,11-11-2025,S0237,P0189,WH009,CT00036,International,754,53648.05,40450629.7,1174263.56,4.55,1840503.65,3300942.44,46766339.35,USD,83.5,Air,11-12-2025,11-12-2025,0,Pending,Delivered,40450629.7
PO004621,03-12-2025,S0193,P0294,WH010,CT00433,International,455,46083.52,20968001.6,549019.59,13.74,2881003.42,1373032.5,25771057.11,AUD,54,Rail,13-12-2025,13-12-2025,0,Pending,Partially Delivered,20968001.6
PO004622,25-06-2025,S0207,P0162,WH009,CT00301,International,207,64678.54,13388457.78,423895.02,16.92,2265327.06,1370291.13,17447970.99,EUR,90.5,Air,20-07-2025,22-07-2025,2,Approved,Cancelled,13388457.78
PO004623,10-05-2026,S0219,P0202,WH007,No Contract,International,463,30253.97,14007588.11,166872.45,5.48,767615.83,1477063.23,16419139.62,EUR,90.5,Sea,01-06-2026,01-06-2026,0,Approved,Cancelled,14007588.11
PO004624,28-04-2025,S0248,P0068,WH006,CT00508,International,391,4748.52,1856671.32,28235.02,11.83,219644.22,172707.44,2277258,GBP,106,Air,06-05-2025,11-05-2025,5,Approved,Delivered,1856671.32
PO004625,11-06-2025,S0150,P0130,WH008,CT00332,International,640,26818.17,17163628.8,572762.34,11.65,1999562.76,1533996.45,21269950.35,SGD,62,Sea,07-07-2025,07-07-2025,0,Approved,Delivered,17163628.8
