Invoice_ID,PO_ID,Supplier_ID,Invoice_Date,Receipt_Date,Due_Date,Invoice_Amount_INR,Currency,Exchange_Rate_to_INR,Payment_Status,Paid_Date,Matching_Status,Invoice_Approval_Status
INV003548,PO003548,S0188,2025-03-25,2025-04-17,2025-06-01,58383855.63,GBP,106.0,Paid,2025-05-31,Manual Review,Approved
INV003549,PO003549,S0243,2025-09-28,2025-10-19,2025-12-03,58752484.51,CNY,11.6,Paid,2025-11-29,Three-Way Match,Pending
INV003550,PO003550,S0170,2025-05-12,2025-05-28,2025-06-27,3627007.34,JPY,0.56,Paid,2025-06-18,Three-Way Match,Approved
INV003551,PO003551,S0167,2026-04-23,2026-05-12,2026-06-26,26237779.72,USD,83.5,Paid,2026-06-16,Three-Way Match,Approved
INV003552,PO003552,S0153,2025-11-09,2025-12-11,2026-02-09,158245.19,EUR,90.5,Paid,2026-02-04,Three-Way Match,Pending
INV003553,PO003553,S0131,2026-06-15,2026-07-07,2026-08-21,4509479.45,GBP,106.0,Paid,2026-08-15,Manual Review,Approved
INV003554,PO003554,S0212,2025-04-25,2025-05-16,2025-07-15,44981308.99,AUD,54.0,Paid,2025-07-07,Manual Review,Pending
INV003555,PO003555,S0152,2025-03-29,2025-04-17,2025-07-16,31729451.67,SGD,62.0,Paid,2025-07-13,Manual Review,Approved
INV003556,PO003556,S0166,2026-06-19,2026-06-26,2026-08-25,9571779.02,EUR,90.5,Paid,2026-08-22,Manual Review,Pending
INV003557,PO003557,S0227,2025-03-22,2025-04-02,2025-07-01,10484047.68,EUR,90.5,Paid,2025-06-23,Manual Review,Approved
INV003558,PO003558,S0244,2025-01-29,2025-02-13,2025-05-14,8232053.86,EUR,90.5,Pending,,Three-Way Match,Approved
INV003559,PO003559,S0213,2025-04-10,2025-04-26,2025-06-10,4345417.1,AED,22.7,Paid,2025-06-05,Manual Review,Approved
INV003560,PO003560,S0209,2025-05-21,2025-06-29,2025-08-28,10225008.15,CNY,11.6,Pending,,Three-Way Match,Pending
INV003561,PO003561,S0215,2025-11-16,2025-12-01,2025-12-31,610172.0,AED,22.7,Pending,,Manual Review,Approved
INV003562,PO003562,S0146,2025-05-08,2025-06-04,2025-09-02,1593986.94,EUR,90.5,Paid,2025-08-30,Three-Way Match,Approved
INV003563,PO003563,S0181,2025-08-25,2025-09-07,2025-11-06,42206192.68,AED,22.7,Paid,2025-11-05,Three-Way Match,Approved
INV003564,PO003564,S0204,2026-03-25,2026-04-15,2026-07-14,1215362.94,JPY,0.56,Paid,2026-07-12,Three-Way Match,Approved
INV003565,PO003565,S0199,2025-03-25,2025-04-21,2025-05-21,27870738.73,EUR,90.5,Overdue,,Three-Way Match,Approved
INV003566,PO003566,S0133,2025-02-24,2025-03-13,2025-04-27,5354342.91,EUR,90.5,Pending,,Three-Way Match,Approved
INV003567,PO003567,S0128,2025-11-27,2026-01-02,2026-03-03,7514877.89,AUD,54.0,Pending,,Three-Way Match,Approved
INV003568,PO003568,S0193,2026-03-21,2026-04-08,2026-07-07,23719229.92,AUD,54.0,Paid,2026-07-02,Three-Way Match,Approved
INV003569,PO003569,S0163,2026-03-23,2026-04-28,2026-06-12,72139415.26,JPY,0.56,Paid,2026-06-05,Three-Way Match,Pending
INV003570,PO003570,S0163,2025-12-23,2026-01-24,2026-02-23,35202953.7,JPY,0.56,Paid,2026-02-19,Three-Way Match,Approved
INV003571,PO003571,S0166,2025-10-20,2025-10-28,2026-01-26,59412209.49,EUR,90.5,Paid,2026-01-18,Manual Review,Approved
INV003572,PO003572,S0148,2025-03-07,2025-04-01,2025-05-16,10071816.02,AED,22.7,Overdue,,Manual Review,Approved
INV003573,PO003573,S0152,2025-02-24,2025-03-16,2025-05-15,36435746.74,SGD,62.0,Paid,2025-05-08,Manual Review,Approved
INV003574,PO003574,S0203,2026-04-20,2026-05-14,2026-07-13,80792090.22,JPY,0.56,Paid,2026-07-13,Three-Way Match,Approved
INV003575,PO003575,S0127,2026-05-03,2026-05-28,2026-07-27,67699859.6,AED,22.7,Pending,,Three-Way Match,Approved
INV003576,PO003576,S0195,2025-08-22,2025-09-17,2025-10-17,35346773.72,AUD,54.0,Pending,,Manual Review,Approved
INV003577,PO003577,S0148,2025-08-02,2025-09-05,2025-10-05,71075751.59,AED,22.7,Paid,2025-09-25,Manual Review,Approved
INV003578,PO003578,S0235,2026-04-07,2026-04-29,2026-06-28,86266470.62,CNY,11.6,Paid,2026-06-19,Manual Review,Pending
INV003579,PO003579,S0231,2025-01-14,2025-02-08,2025-04-09,36782986.68,SGD,62.0,Pending,,Manual Review,Pending
INV003580,PO003580,S0173,2026-05-07,2026-05-24,2026-06-23,73355618.41,AUD,54.0,Paid,2026-06-22,Three-Way Match,Pending
INV003581,PO003581,S0160,2026-05-10,2026-05-23,2026-07-07,19544948.88,CNY,11.6,Pending,,Manual Review,Approved
INV003582,PO003582,S0159,2025-12-25,2026-01-19,2026-03-20,62727400.11,USD,83.5,Partially Paid,,Three-Way Match,Pending
INV003583,PO003583,S0193,2025-12-03,2025-12-15,2026-02-13,6104245.27,AUD,54.0,Paid,2026-02-08,Three-Way Match,Approved
INV003584,PO003584,S0229,2025-03-30,2025-04-21,2025-06-05,60004179.45,EUR,90.5,Paid,2025-05-30,Three-Way Match,Pending
INV003585,PO003585,S0179,2026-07-29,2026-08-17,2026-10-01,23537567.14,GBP,106.0,Paid,2026-09-22,Manual Review,Approved
INV003586,PO003586,S0241,2025-11-18,2025-11-28,2025-12-28,11626087.0,CNY,11.6,Paid,2025-12-25,Three-Way Match,Approved
INV003587,PO003587,S0246,2025-06-20,2025-07-21,2025-09-19,3052804.63,USD,83.5,Overdue,,Three-Way Match,Pending
INV003588,PO003588,S0201,2025-03-17,2025-04-07,2025-06-06,47901097.84,EUR,90.5,Pending,,Manual Review,Approved
INV003589,PO003589,S0237,2026-01-24,2026-02-25,2026-03-27,875491.99,USD,83.5,Pending,,Three-Way Match,Pending
INV003590,PO003590,S0140,2025-10-26,2025-11-23,2026-01-07,16890781.2,JPY,0.56,Overdue,,Three-Way Match,Pending
INV003591,PO003591,S0175,2025-02-26,2025-03-05,2025-05-04,79770549.61,CNY,11.6,Overdue,,Manual Review,Approved
INV003592,PO003592,S0239,2025-11-23,2025-12-03,2026-01-02,592914.09,SGD,62.0,Paid,2025-12-23,Three-Way Match,Approved
INV003593,PO003593,S0216,2025-01-04,2025-02-07,2025-03-09,19260874.68,SGD,62.0,Paid,2025-03-07,Manual Review,Approved
INV003594,PO003594,S0247,2025-09-03,2025-10-01,2025-11-30,14838005.82,EUR,90.5,Paid,2025-11-26,Three-Way Match,Pending
INV003595,PO003595,S0200,2025-12-11,2026-01-01,2026-04-01,9861899.86,EUR,90.5,Paid,2026-03-31,Three-Way Match,Approved
INV003596,PO003596,S0150,2025-06-26,2025-07-26,2025-09-09,42527607.88,SGD,62.0,Paid,2025-09-02,Manual Review,Approved
INV003597,PO003597,S0188,2026-03-10,2026-03-29,2026-05-13,3195631.25,GBP,106.0,Pending,,Three-Way Match,Approved
INV003598,PO003598,S0189,2025-09-17,2025-10-06,2026-01-04,626623.07,EUR,90.5,Paid,2026-01-04,Three-Way Match,Approved
INV003599,PO003599,S0137,2025-10-09,2025-11-10,2026-01-09,39576908.11,CNY,11.6,Paid,2026-01-01,Three-Way Match,Approved
INV003600,PO003600,S0135,2025-07-15,2025-08-03,2025-10-02,3802826.88,EUR,90.5,Paid,2025-09-30,Three-Way Match,Approved
INV003601,PO003601,S0137,2025-11-05,2025-12-07,2026-01-06,32713362.26,CNY,11.6,Pending,,Three-Way Match,Approved
INV003602,PO003602,S0128,2026-02-15,2026-03-13,2026-06-11,810037.92,AUD,54.0,Paid,2026-06-01,Three-Way Match,Pending
INV003603,PO003603,S0159,2025-06-24,2025-07-21,2025-09-04,56000891.41,USD,83.5,Paid,2025-09-03,Manual Review,Approved
INV003604,PO003604,S0249,2025-05-31,2025-06-09,2025-07-09,7307787.67,GBP,106.0,Overdue,,Manual Review,Approved
INV003605,PO003605,S0162,2025-04-22,2025-05-13,2025-07-12,5275252.68,CNY,11.6,Pending,,Three-Way Match,Approved
INV003606,PO003606,S0152,2025-06-23,2025-07-08,2025-08-22,18065017.84,SGD,62.0,Partially Paid,,Three-Way Match,Pending
INV003607,PO003607,S0144,2026-04-28,2026-05-20,2026-06-19,81728459.37,GBP,106.0,Paid,2026-06-12,Three-Way Match,Approved
INV003608,PO003608,S0189,2025-02-05,2025-03-11,2025-05-10,33855065.6,EUR,90.5,Pending,,Three-Way Match,Approved
INV003609,PO003609,S0132,2026-07-23,2026-07-30,2026-10-28,1446223.64,JPY,0.56,Partially Paid,,Manual Review,Pending
INV003610,PO003610,S0160,2025-05-02,2025-05-16,2025-07-15,18714673.97,CNY,11.6,Paid,2025-07-14,Three-Way Match,Approved
INV003611,PO003611,S0195,2026-03-04,2026-04-02,2026-05-02,109846466.0,AUD,54.0,Pending,,Three-Way Match,Pending
INV003612,PO003612,S0167,2026-07-08,2026-07-26,2026-08-25,13651931.03,USD,83.5,Overdue,,Three-Way Match,Pending
INV003613,PO003613,S0172,2026-03-29,2026-04-20,2026-05-20,3016431.79,AUD,54.0,Paid,2026-05-12,Three-Way Match,Pending
INV003614,PO003614,S0228,2026-05-07,2026-06-11,2026-07-11,25647613.73,SGD,62.0,Pending,,Manual Review,Approved
INV003615,PO003615,S0230,2026-04-03,2026-04-24,2026-06-08,85442158.98,EUR,90.5,Pending,,Three-Way Match,Pending
INV003616,PO003616,S0166,2025-01-05,2025-01-15,2025-02-14,56647669.82,EUR,90.5,Paid,2025-02-11,Three-Way Match,Approved
INV003617,PO003617,S0211,2026-01-05,2026-01-15,2026-04-15,39906596.73,AED,22.7,Paid,2026-04-13,Three-Way Match,Pending
INV003618,PO003618,S0231,2025-03-20,2025-04-07,2025-05-07,32641337.76,SGD,62.0,Paid,2025-05-05,Three-Way Match,Approved
INV003619,PO003619,S0209,2025-09-04,2025-10-15,2025-11-29,9456554.76,CNY,11.6,Paid,2025-11-19,Three-Way Match,Pending
INV003620,PO003620,S0131,2025-02-27,2025-03-24,2025-05-08,56846739.81,GBP,106.0,Paid,2025-05-01,Three-Way Match,Approved
INV003621,PO003621,S0188,2025-08-24,2025-09-11,2025-11-10,11694309.18,GBP,106.0,Pending,,Three-Way Match,Approved
INV003622,PO003622,S0219,2025-11-01,2025-11-17,2026-01-01,74750794.03,EUR,90.5,Paid,2025-12-24,Three-Way Match,Approved
INV003623,PO003623,S0240,2025-07-27,2025-09-04,2025-12-03,87013926.22,JPY,0.56,Paid,2025-11-28,Three-Way Match,Approved
INV003624,PO003624,S0194,2025-09-16,2025-09-21,2025-11-05,22342461.56,USD,83.5,Paid,2025-10-30,Three-Way Match,Approved
INV003625,PO003625,S0139,2026-05-07,2026-06-18,2026-07-18,69204341.64,AED,22.7,Paid,2026-07-14,Manual Review,Approved
INV003626,PO003626,S0169,2025-05-29,2025-06-15,2025-09-13,13856468.88,AUD,54.0,Paid,2025-09-11,Manual Review,Pending
INV003627,PO003627,S0160,2025-12-29,2026-01-11,2026-02-10,11402229.84,CNY,11.6,Paid,2026-02-06,Manual Review,Pending
INV003628,PO003628,S0158,2025-09-06,2025-10-05,2025-12-04,15845597.65,EUR,90.5,Partially Paid,,Three-Way Match,Approved
INV003629,PO003629,S0171,2025-07-01,2025-07-13,2025-08-12,638972.72,GBP,106.0,Paid,2025-08-08,Three-Way Match,Approved
INV003630,PO003630,S0241,2025-02-12,2025-02-28,2025-05-29,12709882.02,CNY,11.6,Pending,,Three-Way Match,Approved
INV003631,PO003631,S0155,2025-04-23,2025-05-14,2025-06-28,2042309.93,AUD,54.0,Paid,2025-06-23,Manual Review,Pending
INV003632,PO003632,S0191,2025-01-13,2025-01-19,2025-02-18,30348286.87,EUR,90.5,Paid,2025-02-14,Three-Way Match,Approved
INV003633,PO003633,S0208,2025-08-24,2025-09-11,2025-10-26,52467753.54,GBP,106.0,Paid,2025-10-26,Three-Way Match,Approved
INV003634,PO003634,S0219,2026-04-08,2026-05-04,2026-08-02,2314997.01,EUR,90.5,Paid,2026-08-02,Three-Way Match,Approved
INV003635,PO003635,S0238,2026-06-30,2026-07-20,2026-09-03,21833398.71,CNY,11.6,Paid,2026-08-28,Three-Way Match,Approved
INV003636,PO003636,S0231,2026-07-31,2026-08-15,2026-11-13,21423305.12,SGD,62.0,Pending,,Manual Review,Approved
INV003637,PO003637,S0184,2025-03-20,2025-04-16,2025-05-31,78332118.36,USD,83.5,Paid,2025-05-24,Three-Way Match,Approved
INV003638,PO003638,S0234,2025-09-10,2025-09-23,2025-12-22,5546071.25,AUD,54.0,Paid,2025-12-22,Manual Review,Approved
INV003639,PO003639,S0157,2026-03-10,2026-04-06,2026-05-21,27312142.07,AUD,54.0,Paid,2026-05-18,Three-Way Match,Pending
INV003640,PO003640,S0143,2025-12-27,2026-01-06,2026-02-05,555877.83,JPY,0.56,Paid,2026-02-05,Three-Way Match,Approved
INV003641,PO003641,S0214,2025-08-17,2025-09-07,2025-12-06,13228109.66,EUR,90.5,Paid,2025-12-03,Three-Way Match,Approved
INV003642,PO003642,S0230,2025-07-26,2025-08-12,2025-10-11,7399532.99,EUR,90.5,Paid,2025-10-10,Three-Way Match,Approved
INV003643,PO003643,S0128,2026-06-10,2026-07-16,2026-09-14,15300951.88,AUD,54.0,Partially Paid,,Three-Way Match,Pending
INV003644,PO003644,S0149,2025-05-31,2025-06-18,2025-08-02,25296504.85,SGD,62.0,Paid,2025-07-27,Three-Way Match,Approved
INV003645,PO003645,S0177,2026-01-12,2026-01-23,2026-03-24,905521.26,EUR,90.5,Paid,2026-03-16,Manual Review,Approved
INV003646,PO003646,S0155,2025-11-24,2025-12-08,2026-02-06,47727709.48,AUD,54.0,Paid,2026-01-30,Three-Way Match,Approved
INV003647,PO003647,S0177,2026-05-03,2026-05-19,2026-06-18,1759309.53,EUR,90.5,Paid,2026-06-08,Manual Review,Approved
INV003648,PO003648,S0186,2026-03-15,2026-04-01,2026-05-16,35147842.53,EUR,90.5,Paid,2026-05-16,Manual Review,Approved
INV003649,PO003649,S0213,2025-07-07,2025-07-16,2025-08-30,66940359.37,AED,22.7,Paid,2025-08-28,Three-Way Match,Approved
INV003650,PO003650,S0145,2025-01-08,2025-01-31,2025-04-01,35030631.18,AED,22.7,Paid,2025-03-29,Three-Way Match,Approved
INV003651,PO003651,S0219,2025-05-12,2025-06-07,2025-07-22,8132397.77,EUR,90.5,Pending,,Three-Way Match,Approved
INV003652,PO003652,S0247,2025-03-05,2025-04-06,2025-05-06,6774487.94,EUR,90.5,Overdue,,Manual Review,Approved
INV003653,PO003653,S0236,2025-06-06,2025-06-26,2025-08-25,35686324.96,EUR,90.5,Paid,2025-08-24,Three-Way Match,Approved
INV003654,PO003654,S0203,2026-07-08,2026-07-18,2026-09-16,21250919.09,JPY,0.56,Paid,2026-09-08,Three-Way Match,Approved
INV003655,PO003655,S0233,2025-04-11,2025-05-09,2025-07-08,22091943.45,AUD,54.0,Overdue,,Manual Review,Approved
INV003656,PO003656,S0226,2025-12-01,2026-01-05,2026-03-06,72461862.27,SGD,62.0,Paid,2026-03-01,Three-Way Match,Pending
INV003657,PO003657,S0246,2025-08-10,2025-09-11,2025-10-26,11761409.12,USD,83.5,Pending,,Three-Way Match,Approved
INV003658,PO003658,S0220,2026-04-30,2026-06-01,2026-07-16,45129882.7,CNY,11.6,Paid,2026-07-09,Three-Way Match,Approved
INV003659,PO003659,S0126,2026-06-13,2026-06-25,2026-07-25,379726.26,EUR,90.5,Partially Paid,,Three-Way Match,Pending
INV003660,PO003660,S0159,2025-07-05,2025-08-04,2025-09-03,29085188.26,USD,83.5,Paid,2025-08-26,Three-Way Match,Pending
INV003661,PO003661,S0210,2026-06-25,2026-07-22,2026-09-20,9854619.04,EUR,90.5,Paid,2026-09-20,Manual Review,Approved
INV003662,PO003662,S0158,2026-04-18,2026-05-05,2026-06-19,16192465.54,EUR,90.5,Paid,2026-06-18,Three-Way Match,Approved
INV003663,PO003663,S0203,2026-06-16,2026-07-07,2026-08-21,12176700.16,JPY,0.56,Overdue,,Three-Way Match,Pending
INV003664,PO003664,S0223,2025-03-14,2025-03-24,2025-05-08,60956105.87,AED,22.7,Paid,2025-05-07,Manual Review,Pending
INV003665,PO003665,S0187,2025-08-05,2025-08-24,2025-10-08,32324599.39,AED,22.7,Paid,2025-09-30,Manual Review,Pending
INV003666,PO003666,S0246,2025-07-05,2025-07-31,2025-09-29,2121538.57,USD,83.5,Paid,2025-09-27,Three-Way Match,Pending
INV003667,PO003667,S0131,2025-10-26,2025-11-24,2026-01-08,14423721.04,GBP,106.0,Paid,2026-01-08,Three-Way Match,Approved
INV003668,PO003668,S0166,2025-12-02,2025-12-10,2026-01-24,12277454.32,EUR,90.5,Paid,2026-01-22,Three-Way Match,Approved
INV003669,PO003669,S0139,2025-12-08,2026-01-09,2026-02-23,44654914.53,AED,22.7,Paid,2026-02-13,Three-Way Match,Approved
INV003670,PO003670,S0205,2026-01-25,2026-02-20,2026-04-06,51018956.34,AED,22.7,Paid,2026-04-06,Three-Way Match,Approved
INV003671,PO003671,S0128,2025-08-15,2025-09-20,2025-10-20,37946048.98,AUD,54.0,Paid,2025-10-20,Three-Way Match,Approved
INV003672,PO003672,S0237,2025-12-06,2025-12-28,2026-02-11,36545337.21,USD,83.5,Paid,2026-02-03,Three-Way Match,Approved
INV003673,PO003673,S0128,2026-05-25,2026-07-03,2026-08-17,45610185.36,AUD,54.0,Paid,2026-08-10,Three-Way Match,Approved
INV003674,PO003674,S0198,2026-03-08,2026-04-05,2026-06-04,4060031.13,EUR,90.5,Paid,2026-05-31,Three-Way Match,Pending
INV003675,PO003675,S0248,2025-03-08,2025-03-12,2025-04-11,4853161.02,GBP,106.0,Pending,,Manual Review,Approved
INV003676,PO003676,S0159,2026-04-16,2026-05-13,2026-06-27,41527297.5,USD,83.5,Paid,2026-06-21,Three-Way Match,Approved
INV003677,PO003677,S0171,2025-03-29,2025-04-21,2025-05-21,2713108.28,GBP,106.0,Paid,2025-05-19,Three-Way Match,Pending
INV003678,PO003678,S0160,2026-01-06,2026-01-22,2026-03-23,29226848.56,CNY,11.6,Overdue,,Manual Review,Approved
INV003679,PO003679,S0185,2025-07-22,2025-08-08,2025-10-07,64069879.14,AED,22.7,Paid,2025-10-03,Three-Way Match,Approved
INV003680,PO003680,S0163,2025-04-08,2025-05-05,2025-06-19,11334704.37,JPY,0.56,Pending,,Three-Way Match,Approved
INV003681,PO003681,S0129,2026-04-18,2026-05-09,2026-07-08,36677683.29,USD,83.5,Paid,2026-06-29,Manual Review,Pending
INV003682,PO003682,S0235,2025-02-14,2025-03-09,2025-04-08,13635077.59,CNY,11.6,Paid,2025-04-05,Manual Review,Approved
INV003683,PO003683,S0141,2025-11-28,2025-12-17,2026-01-31,25674558.56,AED,22.7,Paid,2026-01-29,Three-Way Match,Approved
INV003684,PO003684,S0166,2025-01-10,2025-01-23,2025-03-09,6006697.86,EUR,90.5,Overdue,,Manual Review,Approved
INV003685,PO003685,S0162,2026-03-25,2026-04-14,2026-05-29,2832273.38,CNY,11.6,Paid,2026-05-29,Three-Way Match,Pending
INV003686,PO003686,S0182,2025-11-29,2025-12-22,2026-01-21,1081828.8,JPY,0.56,Paid,2026-01-15,Three-Way Match,Approved
INV003687,PO003687,S0151,2025-06-04,2025-06-22,2025-08-06,18331499.7,USD,83.5,Paid,2025-07-31,Three-Way Match,Approved
INV003688,PO003688,S0143,2026-08-02,2026-08-10,2026-09-09,54161281.3,JPY,0.56,Paid,2026-09-03,Manual Review,Approved
INV003689,PO003689,S0191,2025-03-12,2025-03-22,2025-04-21,1227605.1,EUR,90.5,Paid,2025-04-16,Three-Way Match,Approved
INV003690,PO003690,S0194,2026-08-03,2026-08-17,2026-11-15,28686149.44,USD,83.5,Pending,,Three-Way Match,Pending
INV003691,PO003691,S0218,2025-06-14,2025-07-01,2025-08-15,64617348.94,GBP,106.0,Paid,2025-08-08,Three-Way Match,Approved
INV003692,PO003692,S0129,2026-03-05,2026-03-25,2026-05-09,32979782.6,USD,83.5,Paid,2026-05-06,Three-Way Match,Pending
INV003693,PO003693,S0184,2025-11-06,2025-12-03,2026-01-17,41306978.07,USD,83.5,Paid,2026-01-07,Manual Review,Pending
INV003694,PO003694,S0162,2026-07-11,2026-07-30,2026-08-29,11391779.41,CNY,11.6,Overdue,,Manual Review,Approved
INV003695,PO003695,S0163,2025-07-03,2025-08-08,2025-09-07,16236846.07,JPY,0.56,Paid,2025-09-07,Three-Way Match,Pending
INV003696,PO003696,S0128,2025-03-21,2025-04-22,2025-05-22,25315024.83,AUD,54.0,Paid,2025-05-20,Manual Review,Pending
INV003697,PO003697,S0163,2026-02-18,2026-03-20,2026-06-18,53834266.11,JPY,0.56,Paid,2026-06-10,Manual Review,Pending
INV003698,PO003698,S0193,2025-11-19,2025-12-01,2026-03-01,8269593.06,AUD,54.0,Pending,,Manual Review,Approved
INV003699,PO003699,S0231,2026-03-07,2026-03-24,2026-05-08,44151364.35,SGD,62.0,Paid,2026-05-01,Manual Review,Approved
INV003700,PO003700,S0205,2026-06-07,2026-07-02,2026-08-01,32011136.02,AED,22.7,Pending,,Three-Way Match,Pending
INV003701,PO003701,S0126,2025-01-03,2025-01-11,2025-02-10,22676813.6,EUR,90.5,Paid,2025-02-07,Three-Way Match,Pending
INV003702,PO003702,S0178,2025-08-12,2025-08-31,2025-11-29,8863602.21,JPY,0.56,Paid,2025-11-29,Three-Way Match,Approved
INV003703,PO003703,S0177,2026-07-12,2026-07-31,2026-10-29,1851126.54,EUR,90.5,Paid,2026-10-28,Manual Review,Pending
INV003704,PO003704,S0136,2026-05-14,2026-06-18,2026-08-02,28459958.2,EUR,90.5,Paid,2026-07-28,Three-Way Match,Approved
INV003705,PO003705,S0232,2026-01-29,2026-02-25,2026-05-26,42596501.86,AUD,54.0,Partially Paid,,Manual Review,Pending
INV003706,PO003706,S0226,2025-12-27,2026-01-25,2026-03-11,699458.09,SGD,62.0,Paid,2026-03-08,Three-Way Match,Approved
INV003707,PO003707,S0146,2026-06-06,2026-07-04,2026-10-02,66797736.47,EUR,90.5,Paid,2026-09-25,Three-Way Match,Approved
INV003708,PO003708,S0217,2026-07-10,2026-07-30,2026-10-28,19349527.31,USD,83.5,Pending,,Three-Way Match,Approved
INV003709,PO003709,S0153,2026-03-20,2026-04-21,2026-06-05,6787167.92,EUR,90.5,Paid,2026-06-05,Three-Way Match,Approved
INV003710,PO003710,S0171,2025-01-16,2025-02-02,2025-03-19,45430219.13,GBP,106.0,Paid,2025-03-12,Three-Way Match,Pending
INV003711,PO003711,S0126,2026-07-18,2026-07-21,2026-08-20,2778557.0,EUR,90.5,Paid,2026-08-16,Three-Way Match,Pending
INV003712,PO003712,S0202,2025-03-05,2025-03-10,2025-05-09,33458577.25,AUD,54.0,Paid,2025-05-06,Three-Way Match,Approved
INV003713,PO003713,S0179,2025-06-16,2025-07-01,2025-07-31,40707236.08,GBP,106.0,Pending,,Three-Way Match,Approved
INV003714,PO003714,S0190,2026-01-09,2026-01-18,2026-04-18,74930506.41,SGD,62.0,Overdue,,Manual Review,Approved
INV003715,PO003715,S0190,2026-03-24,2026-04-01,2026-05-01,88599690.61,SGD,62.0,Paid,2026-04-27,Three-Way Match,Approved
INV003716,PO003716,S0170,2025-08-07,2025-08-16,2025-09-15,5617792.88,JPY,0.56,Paid,2025-09-12,Three-Way Match,Approved
INV003717,PO003717,S0215,2025-02-02,2025-02-08,2025-05-09,63328585.61,AED,22.7,Paid,2025-05-09,Three-Way Match,Approved
INV003718,PO003718,S0175,2026-07-23,2026-07-25,2026-09-08,39275222.69,CNY,11.6,Paid,2026-08-29,Three-Way Match,Approved
INV003719,PO003719,S0248,2025-09-14,2025-09-19,2025-10-19,10766518.2,GBP,106.0,Paid,2025-10-18,Three-Way Match,Pending
INV003720,PO003720,S0229,2025-10-29,2025-11-12,2026-01-11,32481038.79,EUR,90.5,Paid,2026-01-10,Three-Way Match,Approved
INV003721,PO003721,S0157,2026-07-28,2026-08-28,2026-10-27,27893110.76,AUD,54.0,Paid,2026-10-24,Three-Way Match,Approved
INV003722,PO003722,S0168,2025-09-17,2025-09-27,2025-11-26,1226337.24,EUR,90.5,Paid,2025-11-16,Three-Way Match,Approved
INV003723,PO003723,S0204,2026-07-25,2026-08-13,2026-09-27,19911582.06,JPY,0.56,Partially Paid,,Manual Review,Pending
INV003724,PO003724,S0131,2026-05-02,2026-05-29,2026-07-13,2025444.39,GBP,106.0,Pending,,Three-Way Match,Pending
INV003725,PO003725,S0215,2026-06-09,2026-06-19,2026-09-17,26770805.3,AED,22.7,Paid,2026-09-07,Three-Way Match,Approved
INV003726,PO003726,S0130,2025-11-12,2025-12-05,2026-01-19,32216504.23,SGD,62.0,Pending,,Three-Way Match,Pending
INV003727,PO003727,S0129,2026-05-02,2026-05-23,2026-07-22,46571733.73,USD,83.5,Paid,2026-07-13,Three-Way Match,Approved
INV003728,PO003728,S0224,2025-08-09,2025-08-31,2025-10-15,44623827.06,AUD,54.0,Paid,2025-10-14,Three-Way Match,Approved
INV003729,PO003729,S0227,2025-02-27,2025-03-06,2025-04-05,16793580.53,EUR,90.5,Paid,2025-03-30,Manual Review,Approved
INV003730,PO003730,S0210,2025-12-29,2026-01-16,2026-04-16,13749902.78,EUR,90.5,Partially Paid,,Three-Way Match,Pending
INV003731,PO003731,S0203,2026-01-30,2026-02-18,2026-05-19,6232109.06,JPY,0.56,Paid,2026-05-14,Manual Review,Approved
INV003732,PO003732,S0206,2025-12-07,2025-12-19,2026-02-17,4578762.39,GBP,106.0,Paid,2026-02-08,Manual Review,Approved
INV003733,PO003733,S0144,2026-05-18,2026-06-09,2026-08-08,29462485.68,GBP,106.0,Pending,,Three-Way Match,Pending
INV003734,PO003734,S0246,2025-09-28,2025-11-02,2026-01-01,47983808.88,USD,83.5,Paid,2025-12-22,Manual Review,Approved
INV003735,PO003735,S0220,2025-11-10,2025-12-16,2026-01-15,28533455.27,CNY,11.6,Paid,2026-01-13,Three-Way Match,Approved
INV003736,PO003736,S0186,2025-10-24,2025-11-13,2025-12-13,3897887.44,EUR,90.5,Paid,2025-12-09,Three-Way Match,Approved
INV003737,PO003737,S0181,2026-02-10,2026-02-25,2026-05-26,38203274.69,AED,22.7,Paid,2026-05-18,Three-Way Match,Approved
INV003738,PO003738,S0247,2025-05-22,2025-06-19,2025-07-19,11721582.8,EUR,90.5,Paid,2025-07-17,Manual Review,Approved
INV003739,PO003739,S0228,2026-02-10,2026-03-11,2026-05-10,233882.87,SGD,62.0,Pending,,Three-Way Match,Approved
INV003740,PO003740,S0207,2025-12-11,2025-12-30,2026-01-29,8758241.92,EUR,90.5,Paid,2026-01-29,Three-Way Match,Approved
INV003741,PO003741,S0168,2026-04-26,2026-05-10,2026-06-24,19368562.3,EUR,90.5,Overdue,,Three-Way Match,Pending
INV003742,PO003742,S0197,2025-01-24,2025-02-07,2025-05-08,62459900.65,AUD,54.0,Paid,2025-05-05,Three-Way Match,Approved
INV003743,PO003743,S0128,2026-04-01,2026-05-09,2026-08-07,71375589.48,AUD,54.0,Paid,2026-08-04,Manual Review,Approved
INV003744,PO003744,S0150,2025-08-06,2025-09-10,2025-10-10,12305977.24,SGD,62.0,Paid,2025-10-09,Three-Way Match,Pending
INV003745,PO003745,S0157,2026-04-05,2026-05-06,2026-08-04,26771625.74,AUD,54.0,Paid,2026-08-03,Three-Way Match,Pending
INV003746,PO003746,S0236,2025-06-06,2025-06-19,2025-08-03,41290796.53,EUR,90.5,Pending,,Manual Review,Approved
